DATE	WGPT:HW1_1	WGPT:HW1_2	WGPT:HW1_3	WGPT:HW1_4	WGPT:HW1_5	WGPT:HW1_6	WGPT:HW1_7	WGPT:HW1_8	WGPT:HW2_10	WGPT:HW2_6	WGPT:HW2_7	WGPT:HW2_8	WGPT:HW2_9	WGPT:HW3_10	WGPT:HW3_11	WGPT:HW3_12	WGPT:HW3_13	WGPT:HW3_14	WGPT:HW3_15	WGPT:HW3_16	WGPT:HW3_17	WGPT:HW3_18	WGPT:HW3_19	WGPT:HW3_9	WWPT:HW1_1	WWPT:HW1_2	WWPT:HW1_3	WWPT:HW1_4	WWPT:HW1_5	WWPT:HW1_6	WWPT:HW1_7	WWPT:HW1_8	WWPT:HW2_10	WWPT:HW2_6	WWPT:HW2_7	WWPT:HW2_8	WWPT:HW2_9	WWPT:HW3_10	WWPT:HW3_11	WWPT:HW3_12	WWPT:HW3_13	WWPT:HW3_14	WWPT:HW3_15	WWPT:HW3_16	WWPT:HW3_17	WWPT:HW3_18	WWPT:HW3_19	WWPT:HW3_9	WBP9:HW1_1	WBP9:HW1_2	WBP9:HW1_3	WBP9:HW1_4	WBP9:HW1_5	WBP9:HW1_6	WBP9:HW1_7	WBP9:HW1_8	WBP9:HW2_10	WBP9:HW2_6	WBP9:HW2_7	WBP9:HW2_8	WBP9:HW2_9	WBP9:HW3_10	WBP9:HW3_11	WBP9:HW3_12	WBP9:HW3_13	WBP9:HW3_14	WBP9:HW3_15	WBP9:HW3_16	WBP9:HW3_17	WBP9:HW3_18	WBP9:HW3_19	WBP9:HW3_9	WTHP:HW1_1	WTHP:HW1_2	WTHP:HW1_3	WTHP:HW1_4	WTHP:HW1_5	WTHP:HW1_6	WTHP:HW1_7	WTHP:HW1_8	WTHP:HW2_10	WTHP:HW2_6	WTHP:HW2_7	WTHP:HW2_8	WTHP:HW2_9	WTHP:HW3_10	WTHP:HW3_11	WTHP:HW3_12	WTHP:HW3_13	WTHP:HW3_14	WTHP:HW3_15	WTHP:HW3_16	WTHP:HW3_17	WTHP:HW3_18	WTHP:HW3_19	WTHP:HW3_9
	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (SM3)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)	 (BARSA)
26 Apr 2042	4.3157304E+9	4.4437422E+9	4.9766426E+9	5.094272E+9	4.6441124E+9	8.8426925E+8	2.5845509E+9	2.8921905E+9	1.3010538E+9	4.2404772E+9	4.4748718E+9	4.3998367E+9	1.1335812E+9	1.9218431E+9	1.5244904E+9	1.651596E+9	1.6669778E+9	1.9147663E+9	1.9462696E+9	1.8695058E+9	1.2975049E+9	1.4852628E+9	1.4519817E+9	1.5095515E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.08955	55.208435	53.624874	54.728561	51.695026	56.227612	51.495781	52.471027	62.27932	54.550533	63.289639	53.570702	51.189644	65.063904	67.853722	69.13134	69.18837	66.951935	68.169685	66.828743	59.022221	64.663582	65.978462	66.464172	50.111549	49.716282	47.932766	49.190651	44.875065	47.682144	46.264317	46.364788	54.799297	48.148766	56.995518	46.991302	44.593044	58.85556	61.167866	62.133881	62.369156	60.118881	61.281876	59.74836	51.615273	58.363945	58.981533	60.038666
25 May 2042	4.337748E+9	4.4660403E+9	5.0011699E+9	5.1197957E+9	4.6664177E+9	8.8921555E+8	2.6038211E+9	2.9137746E+9	1.3239593E+9	4.2609754E+9	4.4992118E+9	4.4213463E+9	1.1527265E+9	1.9561778E+9	1.5520966E+9	1.6816058E+9	1.6973147E+9	1.9491676E+9	1.9814455E+9	1.9030081E+9	1.3197148E+9	1.5117656E+9	1.4779761E+9	1.5367327E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.899555	54.988182	53.407101	54.518497	51.483727	56.024204	51.269753	52.251087	62.04224	54.31628	63.088837	53.351086	50.949051	64.825928	67.622307	68.903732	68.965927	66.718208	67.942039	66.598747	58.769577	64.423935	65.742172	66.235443	49.926262	49.504623	47.718346	48.98764	44.664383	47.495457	46.045025	46.148415	54.566628	47.917599	56.797989	46.77319	44.355209	58.620823	60.943069	61.911072	62.151104	59.888813	61.059788	59.518188	51.365906	58.128971	58.74799	59.812778
05 Jul 2042	4.3682627E+9	4.4969262E+9	5.0351365E+9	5.1551539E+9	4.6972954E+9	8.9603162E+8	2.6304998E+9	2.943657E+9	1.3556819E+9	4.2893491E+9	4.5329577E+9	4.4511252E+9	1.1792124E+9	2.0037542E+9	1.5903602E+9	1.7232045E+9	1.7393715E+9	1.9968401E+9	2.0302002E+9	1.9494332E+9	1.3504562E+9	1.5484888E+9	1.513995E+9	1.5744058E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.635838	54.683346	53.105473	54.227463	51.190998	55.74255	50.956799	51.946175	61.713612	53.991295	62.810822	53.045296	50.616055	64.495445	67.301964	68.586472	68.656898	66.393501	67.625336	66.27916	58.419216	64.091408	65.414734	65.918091	49.668522	49.211483	47.421272	48.700474	44.373432	47.234341	45.741455	45.848728	54.243996	47.597343	56.523781	46.470142	44.028324	58.294422	60.631264	61.599926	61.847454	59.564857	60.750229	59.197758	51.02095	57.802464	58.423981	59.497631
21 Jul 2042	4.380287E+9	4.5090877E+9	5.0485064E+9	5.1690783E+9	4.7094431E+9	8.987104E+8	2.6409974E+9	2.9554148E+9	1.3681704E+9	4.3005107E+9	4.5462625E+9	4.4628419E+9	1.1896233E+9	2.0224972E+9	1.6054403E+9	1.7396006E+9	1.7559511E+9	2.0156229E+9	2.0494141E+9	1.9677239E+9	1.3625484E+9	1.5629559E+9	1.5281847E+9	1.5892525E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.530617	54.563545	52.987389	54.11282	51.079868	55.631626	50.834778	51.828148	61.58498	53.866398	62.700542	52.928814	50.4953	64.364555	67.175308	68.460327	68.533875	66.264748	67.499252	66.152237	58.286716	63.960037	65.2854	65.792175	49.562923	49.095402	47.305027	48.586079	44.265919	47.129169	45.624195	45.734692	54.118122	47.476879	56.409924	46.356972	43.915455	58.16153	60.503292	61.471478	61.721001	59.432446	60.622528	59.066364	50.892746	57.670116	58.292862	59.367451
14 Aug 2042	4.3983268E+9	4.5273288E+9	5.0685578E+9	5.1899648E+9	4.7276595E+9	9.0271597E+8	2.6567388E+9	2.9730465E+9	1.3869001E+9	4.3172475E+9	4.5662285E+9	4.4804122E+9	1.205232E+9	2.0506145E+9	1.6280666E+9	1.7642022E+9	1.7808294E+9	2.0438015E+9	2.0782419E+9	1.9951634E+9	1.3806801E+9	1.5846587E+9	1.5494716E+9	1.6115278E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.374344	54.383533	52.809052	53.940685	50.906521	55.465233	50.65028	51.64801	61.391094	53.675022	62.536137	52.748425	50.298416	64.168373	66.985832	68.271629	68.349808	66.071945	67.310349	65.962006	58.078754	63.762974	65.091652	65.603981	49.410473	48.920681	47.129387	48.416348	44.09296	46.976482	45.445156	45.55743	53.927673	47.287964	56.248062	46.177776	43.720772	57.96804	60.319126	61.286781	61.540512	59.240345	60.438229	58.876019	50.687202	57.476864	58.101421	59.180885
26 Sep 2042	4.4315284E+9	4.5608858E+9	5.1054382E+9	5.2283914E+9	4.761154E+9	9.1004262E+8	2.685685E+9	3.0054684E+9	1.4213517E+9	4.3480187E+9	4.6029865E+9	4.5127204E+9	1.2339158E+9	2.1023549E+9	1.669713E+9	1.8094862E+9	1.8266275E+9	2.0956576E+9	2.1313E+9	2.0456581E+9	1.4140141E+9	1.6245951E+9	1.5886432E+9	1.6525267E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.086639	54.051853	52.480278	53.623463	50.585716	55.15884	50.310097	51.315022	61.033882	53.320873	62.234135	52.412773	49.932011	63.806885	66.637505	67.925301	68.009644	65.717278	66.962143	65.610886	57.693321	63.399849	64.735146	65.256615	49.129906	48.594929	46.805489	48.103584	43.773129	46.692711	45.114822	45.229538	53.576405	46.938152	55.951305	45.844456	43.359447	57.61198	59.980751	60.948341	61.207687	58.887424	60.099049	58.525265	50.306702	57.121147	57.749443	58.837193
11 Oct 2042	4.4424627E+9	4.5719281E+9	5.1175695E+9	5.2410383E+9	4.7721646E+9	9.1244934E+8	2.6952028E+9	3.0161285E+9	1.4326856E+9	4.3581338E+9	4.6150994E+9	4.5233418E+9	1.243335E+9	2.1193896E+9	1.683431E+9	1.8244037E+9	1.8417165E+9	2.1127327E+9	2.1487749E+9	2.0622835E+9	1.4249691E+9	1.6377432E+9	1.60154E+9	1.6660301E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.990208	53.942883	52.372986	53.51897	50.485573	55.057899	50.199642	51.208046	60.917221	53.208092	62.133709	52.307468	49.825047	63.687206	66.522285	67.810745	67.896034	65.59977	66.846359	65.49427	57.573975	63.279922	64.617317	65.14109	49.0322	48.486732	46.699867	47.99892	43.677315	46.596802	45.008953	45.126797	53.462139	46.830154	55.845978	45.743034	43.2617	57.48951	59.860455	60.830242	61.089527	58.765472	59.98019	58.403614	50.192295	56.999378	57.629005	58.716381
01 Nov 2042	4.4588667E+9	4.5884908E+9	5.1357629E+9	5.2600079E+9	4.7886766E+9	9.1604896E+8	2.7094751E+9	3.0321139E+9	1.4496842E+9	4.3733007E+9	4.6332764E+9	4.5392696E+9	1.2574587E+9	2.1449437E+9	1.7040131E+9	1.846786E+9	1.864357E+9	2.1383487E+9	2.1749926E+9	2.0872243E+9	1.4413966E+9	1.6574674E+9	1.6208872E+9	1.6862894E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.847435	53.779228	52.210812	53.362209	50.327469	54.906284	50.032444	51.044128	60.741211	53.034336	61.984253	52.143032	49.645985	63.508053	66.35006	67.63961	67.726524	65.424149	66.67347	65.31971	57.383625	63.100136	64.440994	64.968445	48.890606	48.326	46.540134	47.844341	43.519367	46.457718	44.846649	44.965427	53.289017	46.658546	55.698753	45.579578	43.084282	57.312813	59.689533	60.662624	60.923347	58.590515	59.807423	58.229076	50.00388	56.823063	57.454758	58.545292
01 Dec 2042	4.4816579E+9	4.6114924E+9	5.161026E+9	5.2863549E+9	4.8115968E+9	9.2102829E+8	2.7292887E+9	3.0543055E+9	1.4732891E+9	4.3943537E+9	4.658538E+9	4.5613814E+9	1.277054E+9	2.1804421E+9	1.7326117E+9	1.8778876E+9	1.8958186E+9	2.1739356E+9	2.2114194E+9	2.1218712E+9	1.4641966E+9	1.6848669E+9	1.6477636E+9	1.7144379E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.648846	53.551876	51.985432	53.144386	50.107666	54.695438	49.800087	50.815994	60.496544	52.792255	61.776741	51.913532	49.397011	63.258907	66.110825	67.402077	67.490486	65.180153	66.433212	65.076668	57.118664	62.850098	64.196045	64.727577	48.692169	48.102509	46.318066	47.629299	43.300774	46.262306	44.62112	44.741047	53.048195	46.419868	55.49371	45.35207	42.839878	57.066696	59.451565	60.429417	60.691353	58.347015	59.566799	57.985592	49.742813	56.57745	57.212234	58.306065
01 Jan 2043	4.5044593E+9	4.6344914E+9	5.1862794E+9	5.312702E+9	4.8344986E+9	9.2598739E+8	2.7490903E+9	3.076482E+9	1.4968877E+9	4.4153887E+9	4.6838226E+9	4.5834762E+9	1.29662E+9	2.2159493E+9	1.7612275E+9	1.9090097E+9	1.9273029E+9	2.2095347E+9	2.2478643E+9	2.1565274E+9	1.486974E+9	1.7122732E+9	1.6746474E+9	1.7426003E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.449478	53.324577	51.760265	52.926556	49.888847	54.484486	49.568375	50.588425	60.252018	52.550816	61.568966	51.684834	49.150814	63.009289	65.871437	67.164452	67.253517	64.935867	66.19249	64.832817	56.854626	62.599648	63.950939	64.485435	48.492054	47.878777	46.096218	47.413845	43.084076	46.066566	44.396526	44.517815	52.807556	46.182655	55.286755	45.126129	42.59996	56.819019	59.211899	60.19458	60.456783	58.102009	59.324306	57.740101	49.483505	56.33041	56.96854	58.064072
20 Jan 2043	4.5192315E+9	4.6493844E+9	5.2026271E+9	5.3297638E+9	4.8493179E+9	9.291904E+8	2.7619054E+9	3.0908339E+9	1.5121658E+9	4.4289997E+9	4.7002117E+9	4.5977748E+9	1.3092728E+9	2.2389486E+9	1.7797697E+9	1.9291773E+9	1.9477062E+9	2.2325965E+9	2.2714775E+9	2.178976E+9	1.5017097E+9	1.7300252E+9	1.6920618E+9	1.7608466E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.319679	53.177471	51.614769	52.785519	49.748657	54.347843	49.419029	50.441883	60.093937	52.395641	61.434021	51.538349	48.995239	62.847298	65.716209	67.010361	67.099434	64.777351	66.036194	64.674408	56.685574	62.437202	63.792046	64.327904	48.360714	47.73362	45.952892	47.273853	42.946339	45.937561	44.252125	44.374798	52.652084	46.031174	55.150326	44.982224	42.45034	56.656952	59.054592	60.040405	60.302227	57.941517	59.165138	57.579151	49.318405	56.168926	56.809315	57.9048
18 Feb 2043	4.5413955E+9	4.671722E+9	5.2271437E+9	5.3553567E+9	4.8715361E+9	9.3397568E+8	2.7811208E+9	3.1123523E+9	1.5350792E+9	4.4494049E+9	4.7248092E+9	4.6192128E+9	1.3282364E+9	2.2734531E+9	1.8075941E+9	1.9594419E+9	1.978325E+9	2.2671967E+9	2.3069084E+9	2.2126543E+9	1.5238004E+9	1.7566573E+9	1.7181879E+9	1.7882243E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.125771	52.956657	51.395821	52.573933	49.533943	54.142986	49.193836	50.219971	59.856064	52.15984	61.232315	51.314522	48.751495	62.60445	65.483772	66.779625	66.86879	64.539993	65.802223	64.436928	56.425362	62.193466	63.554001	64.091576	48.167149	47.516617	45.737137	47.065033	42.732269	45.749699	44.03344	44.156273	52.417717	45.798431	54.951237	44.759907	42.210026	56.417267	58.823547	59.811405	60.075848	57.704842	58.931	57.341496	49.061398	55.92971	56.573761	57.67049
10 Mar 2043	4.5563628E+9	4.6867983E+9	5.2436864E+9	5.3726321E+9	4.8865213E+9	9.3719706E+8	2.7940831E+9	3.1268675E+9	1.5505416E+9	4.463167E+9	4.7414272E+9	4.6336727E+9	1.3410171E+9	2.2967488E+9	1.8263868E+9	1.979884E+9	1.9990071E+9	2.29056E+9	2.3308362E+9	2.2353928E+9	1.5386958E+9	1.7746381E+9	1.735828E+9	1.8067124E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.993923	52.807682	51.248455	52.431126	49.391682	54.004696	49.042538	50.071407	59.69574	52.002296	61.095634	51.165916	48.593822	62.440174	65.326599	66.623589	66.712547	64.37941	65.643852	64.276207	56.253468	62.028687	63.393093	63.9314	48.033752	47.369606	45.591949	46.923271	42.59264	45.61919	43.887112	44.011246	52.259899	45.64465	54.813103	44.613926	42.058754	56.253006	58.664318	59.653133	59.918102	57.542328	58.769817	57.178295	48.891479	55.765987	56.412514	57.508732
08 Apr 2043	4.5788201E+9	4.7094113E+9	5.2684943E+9	5.3985449E+9	4.9089884E+9	9.4200941E+8	2.8135188E+9	3.1486308E+9	1.5737311E+9	4.483799E+9	4.7663698E+9	4.6553528E+9	1.360172E+9	2.3316977E+9	1.8545871E+9	2.0105609E+9	2.0300447E+9	2.3256128E+9	2.36674E+9	2.269506E+9	1.5610253E+9	1.8016133E+9	1.7622929E+9	1.8344534E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.796955	52.584053	51.026745	52.216904	49.173828	53.797348	48.815075	49.846542	59.454685	51.763092	60.8913	50.938931	48.346371	62.194012	65.091255	66.389961	66.478821	64.139061	65.406853	64.035507	55.988976	61.78154	63.152054	63.691387	47.837082	47.149815	45.373455	46.711811	42.375381	45.42907	43.666206	43.789791	52.022274	45.408569	54.611317	44.388397	41.814735	56.01001	58.430359	59.420574	59.685364	57.302631	58.532669	56.937393	48.624737	55.523392	56.173904	57.270741
01 Jun 2043	4.6198789E+9	4.7507338E+9	5.3138156E+9	5.4459023E+9	4.9500124E+9	9.5073805E+8	2.8490168E+9	3.1883761E+9	1.6160991E+9	4.5214705E+9	4.8119946E+9	4.6949427E+9	1.3951226E+9	2.3955832E+9	1.9061563E+9	2.0666621E+9	2.0868072E+9	2.3896963E+9	2.4323886E+9	2.3318651E+9	1.6017878E+9	1.8509228E+9	1.810672E+9	1.8851738E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.436481	52.174873	50.620983	51.825272	48.773415	53.418686	48.39901	49.434063	59.013294	51.323029	60.518322	50.52013	47.888775	61.744373	64.661652	65.963554	66.05249	63.700451	64.974396	63.596111	55.502686	61.329834	62.711895	63.252773	47.477482	46.747753	44.973454	46.325367	41.975769	45.078568	43.261833	43.383118	51.586807	44.973743	54.243938	43.971962	41.363335	55.566795	58.004219	58.996986	59.26181	56.865879	58.100803	56.498264	48.1343	55.080574	55.738644	56.836712
01 Aug 2043	4.6663096E+9	4.797418E+9	5.3649905E+9	5.499415E+9	4.9962911E+9	9.6051635E+8	2.8890819E+9	3.2332265E+9	1.663948E+9	4.5639649E+9	4.863638E+9	4.7396081E+9	1.4344937E+9	2.4678031E+9	1.9644951E+9	2.1301356E+9	2.1510326E+9	2.4621571E+9	2.5066406E+9	2.4023619E+9	1.6477505E+9	1.9066646E+9	1.8653681E+9	1.9425347E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.026413	51.712212	50.162895	51.382687	48.323891	52.991165	47.92931	48.969364	58.514759	50.827599	60.095741	50.050007	47.381088	61.236061	64.176285	65.481834	65.570908	63.204792	64.485687	63.099781	54.958382	60.819176	62.214443	62.756851	47.066059	46.292393	44.521774	45.88755	41.529961	44.682285	42.806118	42.926559	51.095078	44.486431	53.823277	43.506763	40.867886	55.062908	57.518684	58.514278	58.778835	56.369007	57.609089	55.998959	47.588207	54.577312	55.243927	56.342007
28 Sep 2043	4.7098301E+9	4.8411295E+9	5.4128794E+9	5.5495322E+9	5.0395546E+9	9.6959981E+8	2.9265549E+9	3.2751667E+9	1.7087329E+9	4.6036854E+9	4.9120973E+9	4.7813678E+9	1.4712451E+9	2.5354732E+9	2.0192037E+9	2.1896678E+9	2.211274E+9	2.530071E+9	2.5762565E+9	2.4684204E+9	1.6906967E+9	1.9588937E+9	1.9166235E+9	1.9963067E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.640388	51.278889	49.734142	50.968189	47.903614	52.591042	47.489548	48.534725	58.04818	50.3652	59.698669	49.611389	46.909168	60.759964	63.721962	65.030838	65.120102	62.740707	64.028236	62.63522	54.450581	60.340839	61.748634	62.292339	46.677792	45.865662	44.09906	45.477036	41.113953	44.311153	42.379997	42.500286	50.634941	44.032608	53.4258	43.073544	40.408955	54.589565	57.062042	58.060352	58.32444	55.902084	57.146938	55.529949	47.079731	54.104614	54.779297	55.876617
07 Nov 2043	4.7402972E+9	4.8717E+9	5.4463529E+9	5.5845898E+9	5.0697672E+9	9.7591763E+8	2.9527352E+9	3.3044631E+9	1.7400431E+9	4.6314199E+9	4.9460572E+9	4.8105334E+9	1.496876E+9	2.5828324E+9	2.0575223E+9	2.2313705E+9	2.2534764E+9	2.5776138E+9	2.6250058E+9	2.5146537E+9	1.7206738E+9	1.9954459E+9	1.9524986E+9	2.0339561E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.368938	50.975975	49.434711	50.678288	47.612007	52.311272	47.182594	48.232056	57.722301	50.044224	59.419449	49.307808	46.586056	60.426579	63.403954	64.715141	64.804382	62.415749	63.70797	62.31002	54.099003	60.005924	61.422562	61.966988	46.40337	45.56694	43.803974	45.189247	40.826817	44.051262	42.083309	42.204731	50.313789	43.719265	53.143341	42.775177	40.098389	54.256165	56.739452	57.739693	58.003063	55.572849	56.820732	55.199413	46.729679	53.771797	54.452175	55.547874
15 Nov 2043	4.7465764E+9	4.8779965E+9	5.4532449E+9	5.5918121E+9	5.0759844E+9	9.7721766E+8	2.9581235E+9	3.3104924E+9	1.7464906E+9	4.6371267E+9	4.9530619E+9	4.8165356E+9	1.5021458E+9	2.5925916E+9	2.0654231E+9	2.2399698E+9	2.2621793E+9	2.5874127E+9	2.6350559E+9	2.5241815E+9	1.7268402E+9	2.0029782E+9	1.9598918E+9	2.041717E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.312088	50.913795	49.373894	50.618633	47.556187	52.253647	47.120449	48.171879	57.655834	49.981068	59.360966	49.249096	46.528439	60.357533	63.337967	64.649643	64.738556	62.348286	63.641357	62.242596	54.032852	59.936691	61.355064	61.899338	46.343254	45.50481	43.744354	45.128784	40.775234	43.996101	42.024567	42.148441	50.248932	43.660847	53.078598	42.720264	40.049187	54.183491	56.667088	57.667679	57.93013	55.500301	56.748035	55.126839	46.66745	53.69976	54.38105	55.474373
27 Nov 2043	4.7559962E+9	4.8874409E+9	5.4635822E+9	5.602645E+9	5.0853084E+9	9.7916416E+8	2.9662049E+9	3.3195346E+9	1.756161E+9	4.6456847E+9	4.9635712E+9	4.825537E+9	1.5100493E+9	2.6072312E+9	2.0772762E+9	2.2528712E+9	2.2752358E+9	2.6021123E+9	2.6501325E+9	2.5384735E+9	1.7360886E+9	2.014277E+9	1.9709823E+9	2.0533594E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.228279	50.820271	49.281292	50.52911	47.464855	52.167217	47.025642	48.078148	57.555122	49.881794	59.274445	49.15506	46.426361	60.254482	63.239727	64.55217	64.641144	62.247887	63.542469	62.142147	53.92218	59.833088	61.254292	61.798935	46.259689	45.412971	43.653042	45.040466	40.683514	43.916904	41.932522	42.055943	50.149525	43.562565	52.993187	42.626392	39.947578	54.081806	56.569386	57.570644	57.833134	55.400135	56.649082	55.026268	46.555164	53.598125	54.281288	55.374825
14 Dec 2043	4.7690808E+9	4.9005583E+9	5.4779366E+9	5.6176911E+9	5.0982538E+9	9.8186099E+8	2.9774262E+9	3.3320896E+9	1.7695905E+9	4.6575662E+9	4.9781734E+9	4.8380355E+9	1.521019E+9	2.6275663E+9	2.0937434E+9	2.2707955E+9	2.293376E+9	2.6225318E+9	2.6710774E+9	2.558326E+9	1.748927E+9	2.0299715E+9	1.9863878E+9	2.0695329E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.111954	50.690281	49.152462	50.40472	47.337486	52.047215	46.893505	47.947285	57.415012	49.743046	59.154102	49.023258	46.283176	60.111378	63.10334	64.416893	64.50602	62.108597	63.405327	62.00275	53.768093	59.689159	61.114388	61.659508	46.143265	45.285137	43.525948	44.91753	40.556591	43.805798	41.804272	41.927067	50.011131	43.425629	52.873882	42.495445	39.807137	53.940273	56.433285	57.43552	57.698063	55.260773	56.511406	54.886292	46.40028	53.456585	54.14238	55.236103
01 Jan 2044	4.7821691E+9	4.9136742E+9	5.492288E+9	5.6327373E+9	5.1111926E+9	9.8455104E+8	2.9886431E+9	3.344639E+9	1.7830179E+9	4.669441E+9	4.9927839E+9	4.8505277E+9	1.531978E+9	2.6479045E+9	2.1102173E+9	2.2887281E+9	2.3115246E+9	2.6429563E+9	2.6920294E+9	2.5781819E+9	1.7617564E+9	2.0456681E+9	2.0017962E+9	2.0857112E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.995396	50.560287	49.023708	50.280312	47.210712	51.927231	46.761375	47.816601	57.274929	49.604546	59.033001	48.891678	46.14135	59.96822	62.966888	64.281586	64.370796	61.969261	63.268135	61.863316	53.614983	59.545116	60.974422	61.519943	46.026089	45.157143	43.398983	44.794312	40.430946	43.69458	41.676277	41.798851	49.872856	43.289566	52.752834	42.365322	39.669376	53.798042	56.29612	57.299347	57.561813	55.120583	56.372776	54.745522	46.247124	53.314323	54.002769	55.09631
21 Feb 2044	4.8214436E+9	4.9530225E+9	5.5353334E+9	5.6778772E+9	5.1499884E+9	9.9256077E+8	3.0222817E+9	3.3822717E+9	1.8232945E+9	4.7050476E+9	5.0366397E+9	4.8879877E+9	1.5648253E+9	2.7089303E+9	2.1596608E+9	2.342551E+9	2.3659983E+9	2.7042463E+9	2.7549094E+9	2.6377618E+9	1.8002195E+9	2.0927667E+9	2.0480315E+9	2.1342619E+9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.646587	50.16943	48.635551	49.906605	46.821281	51.567211	46.36187	47.419556	56.852535	49.181183	58.666695	48.484783	45.693054	59.53936	62.558636	63.876801	63.966858	61.552536	62.85812	61.446114	53.143517	59.113056	60.555264	61.102146	45.678879	44.773376	43.015774	44.425762	40.040012	43.361889	41.287643	41.405895	49.455048	42.869205	52.39373	41.958736	39.224136	53.376312	55.892513	56.898853	57.162235	54.706535	55.964527	54.329369	45.769646	52.891712	53.58884	54.684292
